fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5030,280.656921386719,1188.01708984375,4.64817047119141,316,0.001547206309624,0.001547206309624,13794.03125,4.12310552597046,33.2217025756836,5,-3.47357773780823,1.8263236284256,12.5592699050903,8.45279216766357,3518288.7001,432869.613999999
5031,271.526397705078,1462.92846679688,37.9781036376953,316,-0.002999383723363,-0.002999383723363,13765.29296875,1,32.5900344848633,5,-63.7249603271484,-0.294803112745285,12.4050436019897,10.4908800125122,3514550.6106,432873.454500001
5032,87.8375701904297,1059.205078125,1011.03588867188,316,-0.055124387145042,-0.055124387145042,13709.5732421875,8.06225776672363,8.61708068847656,2,455.404693603516,-15.0764617919922,5.70300531387329,6.78079700469971,3517413.6401,432877.112300004
5033,90,0,2.8602614402771,316,0,0,13844.08203125,11.4017543792725,81.9889373779297,5,-1.4476557970047,-317.403228759766,192.250869750977,7.77789258956909,3518827.0568,432918.106800002
5034,283.49951171875,1210.25927734375,2.62201619148254,316,0.033027950674295,0.033027950674295,13742.390625,6,35.4986457824707,5,14.6342964172363,59.9961242675781,14.0249881744385,-0.669464588165283,3518333.2894,432927.816399998
5035,195.976577758789,1119.642578125,6.47609376907349,316,-0.010598329827189,-0.010598329827189,14537.9951171875,33.1209907531738,9.65085983276367,5,-283.042022705078,-9.9503870010376,3.55350136756897,9.13102626800537,3526106.4747,432935.028599997
5036,107.708518981934,1047.95031738281,49.829460144043,316,0.011549931019545,0.011549931019545,13653.7900390625,6,32.5184593200684,2,108.378265380859,-3.95791220664978,12.6417551040649,5.6577205657959,3517457.334,432949.3466
5038,68.3875503540039,1155.41174316406,5.42985916137695,316,-0.005227688234299,-0.005227688234299,13576.052734375,16.1245155334473,26.958137512207,2,-3.81784677505493,-2.94454383850098,10.1425685882568,8.54981422424316,3517153.6038,432993.349599999
5039,101.482009887695,1018.69274902344,13.9732284545898,316,-0.011921576224267,-0.011921576224267,13568.3935546875,5,23.3362655639648,2,-232.588729858398,-12.9285888671875,9.24514102935791,10.2057609558105,3517535.9812,433025.8263
5040,205.951675415039,1112.64599609375,5.35523891448975,316,0.002464802004397,0.002464802004397,13593.310546875,0,35.5621528625488,2,-0.698491454124451,-2.02530479431152,13.6933479309082,8.67336368560791,3518117.9715,433052.944400002
5041,99.0065078735352,139.832061767578,246.66096496582,110,-0.002977198455483,-0.002977198455483,15009.626953125,0,7.686936378479,5,401.899200439453,1.51407647132873,3.12700366973877,4.72096014022827,3463220.6641,433070.487200001
5042,325.826263427734,1605.46252441406,35.6483421325684,316,-0.004389157984406,-0.004389157984406,13498.06640625,11.6619033813477,18.2487106323242,5,-1.71683692932129,0.053265545517206,7.51935863494873,10.4418048858643,3515234.5432,433085.178100002
5043,20.1239566802979,1192.21948242188,136.527755737305,316,-0.019685685634613,-0.019685685634613,13474.810546875,22.8035087585449,16.716703414917,2,26.7521114349365,-16.4603939056396,7.39230823516846,6.19051837921143,3516900.7992,433090.927900002
5044,47.3713302612305,1170.4091796875,3.55921792984009,316,0.002474651206285,0.002474651206285,13480.8193359375,18.3575592041016,30.5557708740234,2,23.6583442687988,1.36086297035217,12.777247428894,0.419444471597672,3517037.4998,433093.620400001
5046,105.604316711426,1880.33984375,5.09180641174316,278,0.002096811542287,0.002096811542287,1540.5517578125,170.414199829102,76.1588516235352,8,-5.61080598831177,327.668487548828,102.859329223633,8.76015377044678,3494962.6201,433150.1518
5047,349.293365478516,1487.35705566406,15.8949356079102,316,-0.000909172929823,-0.000909172929823,13425.9638671875,5,38.9988746643066,5,-9.30708694458008,-0.170934721827507,15.5265340805054,9.68182373046875,3514989.3991,433173.191
5048,44.9685440063477,993.283142089844,3.90200281143189,316,-0.000268456467893,-0.000268456467893,13418.8232421875,4.12310552597046,42.4920082092285,2,-2.48517727851868,-16.0092029571533,19.2007675170898,8.65528583526611,3517539.0867,433182.019399999
5049,136.625061035156,1335.4326171875,22.9634284973145,316,-0.008129697293043,-0.008129697293043,13350.0341796875,30.675724029541,29.8501853942871,5,1.58196568489075,-12.7753448486328,11.4731521606445,5.61259746551514,3516567.3395,433206.5039
5050,90.4244155883789,1093.75134277344,90.1531448364258,316,-0.004808596335351,-0.004808596335351,13364.857421875,13.9283885955811,32.0553512573242,2,3019.76171875,-8.90859222412109,12.1188125610352,1.23058223724365,3517150.0323,433222.584399998
5051,263.639984130859,945.759948730469,1.95617425441742,490,0.000071921582276,0.000071921582276,9264.3671875,1,87.798713684082,8,-2.87089109420776,201.417724609375,508.376678466797,7.57165670394898,3549911.0728,433225.9912
5052,232.960037231445,1008.90710449219,38.2389907836914,316,-0.008893477730453,-0.008893477730453,13341.4013671875,1.41421353816986,23.6576251983643,2,12.1388282775879,-3.73916053771973,8.48647594451904,4.72029113769531,3517687.7845,433265.911200001
5053,106.775405883789,1356.99304199219,8.11045837402344,237,-0.0054821963422,-0.0054821963422,7530.23876953125,0,43.5740089416504,2,2.30774259567261,-5.00626850128174,18.2656078338623,3.31295228004456,3508298.1794,433277.965899999
5054,356.372894287109,1338.8935546875,15.8500471115112,316,-0.002442073775455,-0.002442073775455,13344.572265625,3.60555124282837,32.0255699157715,5,-16.3489723205566,-12.4095363616943,16.7064819335938,9.47188091278076,3514600.2841,433309.381900001
5055,260.698791503906,1064.31384277344,18.5621891021729,316,0.002143453340977,0.002143453340977,13322.6005859375,1,25.2417583465576,2,-46.9750022888184,3.67748522758484,9.16342639923096,9.84689331054688,3517787.1232,433316.621900003
