fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_232,lithology_237,lithology_243,lithology_278,lithology_307,lithology_315,lithology_316,lithology_360,lithology_375,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_481,lithology_488,lithology_490,lithology_547,lithology_573,lithology_591,lithology_679,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_15,soil_16,soil_17
9024,0.13682029762399298,0.19780837563139755,0.008287842073911533,0.49138634025131406,0.49138634025131406,0.2921176808205551,0.0,0.15179168623504444,0.25899964802481534,0.5647011675843089,0.0029916416494340115,0.7823374814276896,3476064.9054,620003.688400001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9025,0.6971193056287942,0.3520083418639771,0.03294982856849438,0.49082816841899946,0.49082816841899946,0.15357229355395077,0.003954577630580678,0.2859555326404539,0.25679685284820186,0.5618475079165891,0.005891646514228083,0.846469165183624,3482451.9697,620064.322599996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9026,0.9653540102853453,0.18814023887990527,0.015578565142735612,0.49108845118625427,0.49108845118625427,0.2880522939198917,0.003954577630580678,0.29809561515499333,0.25913359043152695,0.5649320179495638,0.00639116182678881,0.4930894898550492,3476177.7079,620117.241599999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9027,0.5127541876423218,0.17792788934777254,0.004193132487986811,0.4872007306520988,0.4872007306520988,0.2773141429422998,0.003954577630580678,0.13634300911479577,0.2590305577589924,0.5625686529200792,0.0027358452794980794,0.5376762154276884,3476428.1017,620574.0874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9028,0.8491754426718165,0.460895893898179,0.0021350272283329813,0.4860320783903199,0.4860320783903199,0.145540648813244,0.06388815791180719,0.3478981763380255,0.25902879094272935,0.5651752566478355,0.00738623073832669,0.41876391987058464,3482554.4014,620595.484799998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9029,0.5241650996742785,0.18524236729281174,0.0005630701835208397,0.49301956523910506,0.49301956523910506,0.2750225342564033,0.0,0.3001134712424246,0.259010815516397,0.5659940673922026,0.006179522692037141,0.6830744789901584,3476523.933,620604.481600005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9030,0.5405287391207755,0.18783747954079597,0.0007622119779950856,0.48479055921642933,0.48479055921642933,0.27621427381432734,0.0,0.27449946550314264,0.2590111736449045,0.564722619411469,0.0056703460480610314,0.6878157212043294,3476426.6521,620669.984200002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9031,0.5306234538490361,0.3837960234765534,0.0014146079183992126,0.48523282204591683,0.48523282204591683,0.3727586118898056,0.22991031600114045,0.2909024073498018,0.2590210625804745,0.5646113889343704,0.006059562126815639,0.4259368401578636,3471838.8792,621099.981599999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9032,0.26098585298361526,0.36867723510402006,0.02608050813400727,0.4729300652473159,0.4729300652473159,0.3651674564891436,0.14775521178948786,0.19340003705307787,0.2604774765672168,0.560802919457742,0.00459032371314849,0.40759335263281893,3471040.7829,621133.257199998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9033,0.4091476183128686,0.36716974930969315,0.0015808687363054576,0.490658930971667,0.490658930971667,0.37024011983601995,0.17373158111237813,0.18049769243518404,0.2590229834858572,0.565498136127582,0.0035538960989260535,0.4528575236216368,3471256.6977,621160.662299998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9034,0.36017102400762263,0.3790305963965574,0.005701357782722882,0.4969977473349191,0.4969977473349191,0.36427887009001186,0.1419797972349695,0.22258752444419902,0.259202952760221,0.5652622678816589,0.005250589980002535,0.42803283742494513,3471013.8328,621177.512899998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9035,0.36017102400762263,0.3790305963965574,0.005701357782722882,0.4969977473349191,0.4969977473349191,0.36427887009001186,0.1419797972349695,0.22258752444419902,0.259202952760221,0.5652622678816589,0.005250589980002535,0.42803283742494513,3470998.6646,621193.346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9036,0.39835453082637134,0.3762997383024979,0.008288529485516104,0.49165967350271034,0.49165967350271034,0.36501465208167416,0.14583761636288553,0.20646829132738126,0.25899879276071647,0.564802497719159,0.005368334671524791,0.8010832489781641,3471045.8062,621193.4723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9037,0.48144216144910534,0.17788178698495458,0.00225104293559866,0.49319852820571686,0.49319852820571686,0.00233877586684662,0.003954577630580678,0.2732214356430981,0.2591631224187426,0.5655315827449833,0.005557515956856293,0.3202808628502686,3455495.9669,621393.963099998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9038,0.4225995767848859,0.2024588336634944,0.002899357242490571,0.48650634518931823,0.48650634518931823,0.2804005897426761,0.01581831052232271,0.23048868494744082,0.2589774018592033,0.5604126129693839,0.0048319262827387485,0.7403151253832851,3475724.3653,621658.267900002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9039,0.6585244951006408,0.054626802397486914,0.007580314527986279,0.4633995511423792,0.4633995511423792,0.08221054675424865,0.05838863859670414,0.9712286273256634,0.2490822891943223,0.31727678954506283,0.29182084964439814,0.7657332129293191,3452247.7618,621745.3871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9040,0.09926723677495138,0.34138941047166893,0.005741299854343566,0.4876937972902739,0.4876937972902739,0.3717888684625378,0.1594141135385447,0.35068687421369305,0.2585404722996347,0.5612586223921358,0.007634246217323973,0.7658853541218761,3471573.4219,621750.399099999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9041,0.08966865953056333,0.35502482970811505,0.004035315087840302,0.4926930032119883,0.4926930032119883,0.37178737580880167,0.1574895335178148,0.37641782105791866,0.25900152978486146,0.5635041465252042,0.008490490336387551,0.7498526405853061,3471354.6501,621874.563899998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9042,0.13409429253049043,0.3708720354131706,0.0014860888106832297,0.48900494758899493,0.48900494758899493,0.36876865215293636,0.16233047575434656,0.18807027245665245,0.25899753949975934,0.5677799030484728,0.004043010234637897,0.7128498838385171,3471248.0982,621900.593199999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9043,0.20531871692572184,0.22156387820452395,0.003199010485638318,0.4997524099668068,0.4997524099668068,0.2770645086424651,0.0,0.30929684420209097,0.2589928904105119,0.5683924284462788,0.007315183601107005,0.7431933638970744,3475756.1686,621943.489199999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9044,0.6021440949114145,0.5103737282919342,0.0034040630284527585,0.48560387617313433,0.48560387617313433,0.1054811208192454,0.03537081813643542,0.48608953059462945,0.2589631784682822,0.5644626445970939,0.012064630517745537,0.7434377300294404,3483743.814,621975.231699999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9045,0.1116913704641292,0.21275558125449234,0.0011690319022112491,0.5106055696334247,0.5106055696334247,0.2742756777370214,0.0,0.09981564420542402,0.259005491753616,0.5632844898395797,0.0019512942889329935,0.7180909889136033,3475805.7942,622089.2277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9047,0.696199923360082,0.21764995152080427,0.0005272834057349917,0.4932933415190897,0.4932933415190897,0.2755322032821048,0.003954577630580678,0.19507193879685025,0.2590154575335508,0.5654028318389668,0.0038420121771108153,0.45450253586321887,3475653.1606,622342.369100001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9048,0.0955259329468556,0.21998074355529942,0.0073368915032476206,0.48472801285209866,0.48472801285209866,0.2789111379895784,0.003954577630580678,0.1217896113873944,0.25903124484666346,0.5630477115492161,0.0023700674064063114,0.5611202468033412,3475387.2951,622516.6989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9049,0.13950971012477706,0.4156728773037855,0.008222142404741171,0.4902836276091339,0.4902836276091339,0.3346738407136233,0.12611321305992976,0.4418655019711822,0.25894880965546085,0.5621321858730202,0.010178135761308748,0.7831151022095222,3469903.0881,622644.985700001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9050,0.5000449326942145,0.0,0.0008669244165966179,0.4906674591244438,0.4906674591244438,0.06659969386153373,0.08735947162556146,0.9574735907257577,0.25899388127679557,0.4520303302252582,0.2061330747380421,0.6845325640455195,3453245.5961,622701.430500004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9051,0.23886593270947504,0.13536057375107668,0.023465921825957844,0.49172560073269667,0.49172560073269667,0.0029583434047335423,0.003954577630580678,0.27893827272298233,0.25863057722124483,0.5610763803398828,0.005986078749393843,0.8359219228545038,3456194.8888,622791.411500001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9052,0.1818148484750858,0.2884287167315104,0.008324293192812623,0.49385642126186263,0.49385642126186263,0.36016918507847023,0.04955071711416242,0.3945822580077314,0.2584347240073092,0.5630604903539705,0.00866550407001504,0.7859301060319486,3470987.945,622818.913800002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9054,0.952884848525953,0.23888117556517416,0.0364540841262945,0.489501020307027,0.489501020307027,0.24194518301379309,0.0,0.29197937229463305,0.25916366273881547,0.5635491798368711,0.006011748089594076,0.5714522745615267,3476778.0249,623125.1455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9055,0.010973819049046147,0.2332149083157189,0.0036039249018359983,0.4887079095105115,0.4887079095105115,0.2364096284833001,0.003954577630580678,0.33987925965977556,0.2589854597936079,0.5620563732481368,0.007308441362812757,0.7434492523857381,3477026.414,623144.541299997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9056,0.3251136881942321,0.31424177800216524,0.04432383249687679,0.48610178595107023,0.48610178595107023,0.11079479959438339,0.11797639472689979,0.1523407860675018,0.25951722184865467,0.56378721670516,0.0029777585597530595,0.5213406943676091,3494423.9383,623343.843299998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9057,0.25749261153905467,0.33064319557810723,0.0041518623696862825,0.4931784892053887,0.4931784892053887,0.10870905674876905,0.09918030130845136,0.2744066976603546,0.2591046024105988,0.565966971368646,0.00567898124071929,0.45914198958185404,3494248.4867,623427.536499997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9058,0.02559148752227556,0.24273205470649786,0.007289469254462482,0.48992914099256335,0.48992914099256335,0.25638147992284427,0.003954577630580678,0.3545376298317102,0.2587457270183878,0.5629531939940586,0.0075718800552769866,0.7780353101226065,3475962.2149,623440.677700002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9059,0.11686034706691237,0.2481721130290604,0.008903995737364695,0.48866626542278185,0.48866626542278185,0.2587419673561443,0.003954577630580678,0.2588045407021714,0.2590743034173713,0.5634071656453871,0.005209465073358465,0.47300487059218566,3475849.9481,623451.6089,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9060,0.10267628240452639,0.244716566771384,0.007919483006924825,0.49137061518440456,0.49137061518440456,0.2584299545751763,0.0,0.2951976335431381,0.2593025974921644,0.5642993577793919,0.006074524462970501,0.39101456582540095,3475854.734,623492.2199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9061,0.052304146439889246,0.22696580475055148,0.015855876746074273,0.48621685428367134,0.48621685428367134,0.25512389507510935,0.003954577630580678,0.21399381177726984,0.2590099066656989,0.5623841621637409,0.004463266247754152,0.8094718930784308,3475949.7219,623539.726899998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9062,0.033581045121750516,0.25674623046591666,0.0033227570312526437,0.4924620442361688,0.4924620442361688,0.267261818206331,0.0,0.41008265990321185,0.25897271161576996,0.5644539314555854,0.00908757429157044,0.7426658704257572,3475431.3468,623547.797800001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9063,0.1544901538054598,0.3860156575918101,0.006278698112545087,0.49768843629665627,0.49768843629665627,0.32279850426465617,0.15275115770779038,0.4049082090523656,0.25918330851934096,0.5673379705707327,0.00941969408090772,0.4230169944154825,3469518.4044,623562.148200001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9064,0.12142888934857751,0.2586530446820002,0.001862472086207826,0.49374004842289265,0.49374004842289265,0.2703608562632232,0.003954577630580678,0.38365397018594555,0.25887634313895413,0.564447729670164,0.008299754887299003,0.7179404608509277,3475256.6332,623566.299400002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9065,0.05001352219759862,0.25153051648579533,0.002642647395447055,0.49256409168481313,0.49256409168481313,0.2615510453872666,0.007909155261161356,0.24691519947831297,0.2589040213572361,0.5652389971588239,0.0049382073378602,0.7306171728921724,3475665.0576,623570.319999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9066,0.9620091527050323,0.2513612490994671,0.0025279760049583466,0.49092455933479107,0.49092455933479107,0.2642558061822829,0.0,0.4156403223793201,0.25880190500499256,0.5639651023040231,0.009219171551097383,0.7323173656980648,3475551.3397,623571.063199999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9067,0.12168625619096218,0.25287418521757454,0.004135618203004215,0.4779957440415774,0.4779957440415774,0.27182673853232653,0.0,0.46994269234170377,0.2733358713692439,0.5552579434906895,0.013134814495520158,0.13327630688754372,3475180.7648,623638.9087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9068,0.7026954953702371,0.25925671926570626,0.005292963599497364,0.4879349207447154,0.4879349207447154,0.28387960447565,0.003954577630580678,0.2514232018567266,0.25879067566650943,0.5647006170273744,0.005677144446239674,0.7608147799199987,3474647.668,623677.0544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9069,0.07063000935956494,0.23174325942475726,0.0018197252023707212,0.49637073858695024,0.49637073858695024,0.25930050875417343,0.005592617222910882,0.4551831891342198,0.2590097220283426,0.5664381343392348,0.010906723579689049,0.729804201521218,3475732.81,623680.471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9070,0.20104010709241368,0.2592619851800369,0.0026384443717568833,0.49680828057415083,0.49680828057415083,0.27194241919687523,0.0,0.4955457589827613,0.25910010874050377,0.5639134162240097,0.01223220306669154,0.3634811407372397,3475147.205,623685.940200002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9071,0.05429393357760895,0.21538679677504752,0.016423248590749288,0.485794232987728,0.485794232987728,0.26619440225958885,0.003954577630580678,0.1962340571141372,0.42244348083273653,0.5627388256751854,0.004112888696872122,0.15182149325958286,3475402.2526,623719.775900003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9072,0.22949920392830395,0.26234981899187865,0.0017282140409539174,0.48908005002695576,0.48908005002695576,0.2720681150864921,0.0,0.5280516110957486,0.2590507546445685,0.5652715776261128,0.013267544719671254,0.36903735345118316,3475123.1252,623745.782100001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9073,0.02010629310995282,0.2158475130541401,0.0018601830869151201,0.49568271539037173,0.49568271539037173,0.25909582259184394,0.0,0.3470897126315805,0.2590580183397363,0.565943641024638,0.007414105574856242,0.37288414971301725,3475699.8938,623749.4653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9074,0.9696848437783465,0.21419866717044583,0.001869286714710744,0.49060178438278484,0.49060178438278484,0.26113664137501336,0.003954577630580678,0.37792844617511917,0.2590012186974086,0.5645604169294005,0.008241541504529128,0.7219342939014795,3475606.04689999,623753.433599999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9075,0.02010629310995282,0.2158475130541401,0.0018601830869151201,0.49568271539037173,0.49568271539037173,0.25909582259184394,0.0,0.3470897126315805,0.2590580183397363,0.565943641024638,0.007414105574856242,0.37288414971301725,3475684.4114,623755.498799996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9076,0.9673149408838339,0.2130194097094444,0.0033620210974187065,0.49150322471136676,0.49150322471136676,0.26181755630434345,0.003954577630580678,0.363942315762912,0.2589403354409083,0.5645347257492944,0.007793982631097141,0.7437729384188587,3475579.9763,623755.6453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9077,0.17520085126260845,0.21757981445950403,0.008019107862413784,0.48805139689707294,0.48805139689707294,0.2672761428671856,0.003954577630580678,0.3184727099374864,0.25898440189605454,0.5625879381005098,0.006680735009799992,0.7861113757412272,3475323.0683,623763.1846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9078,0.9969002375498269,0.2156940024309263,0.0017225789944943296,0.4904806731287589,0.4904806731287589,0.2597757745187636,0.0,0.3656183143062149,0.25895713459004815,0.565291096831384,0.007845378692249086,0.7158225134950986,3475651.5484,623766.704500001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9079,0.22949920392830395,0.26234981899187865,0.0017282140409539174,0.48908005002695576,0.48908005002695576,0.2720681150864921,0.0,0.5280516110957486,0.2590507546445685,0.5652715776261128,0.013267544719671254,0.36903735345118316,3475116.6392,623769.402699999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9080,0.9578657648477118,0.2672396404917257,0.0030051235512129288,0.4867636079134223,0.4867636079134223,0.27495490741213324,0.003954577630580678,0.3009352978080742,0.2590996838341639,0.5625306696947594,0.006242270375037839,0.3633870261309986,3474966.2295,623808.024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9081,0.11409899986604968,0.2707287902494118,0.0013591819258077684,0.48960470937941747,0.48960470937941747,0.2770210531586961,0.003954577630580678,0.362192960913867,0.25897890469639034,0.5638135683247266,0.007715893532721996,0.712307826108839,3474867.2661,623811.484099999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
