fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_11,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_229,lithology_232,lithology_237,lithology_243,lithology_278,lithology_298,lithology_307,lithology_315,lithology_316,lithology_360,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_488,lithology_490,lithology_547,lithology_570,lithology_573,lithology_591,lithology_629,lithology_679,lithology_685,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_-99999,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_14,soil_15,soil_16,soil_17
21,0.7559368805858532,0.6416566607464411,0.0395847436795879,0.4844577066629682,0.4844577066629682,0.13273866329487422,0.09095528550335559,0.21040072554547595,0.25863120076571894,0.5639590493857071,0.0042319735952006275,0.8488045163580815,3545013.14902807,564286.113927169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22,0.8798897368639691,0.16007849900541823,0.010700018204611706,0.48838469427761383,0.48838469427761383,0.30562886946406026,0.07678401166967255,0.22806775526424536,0.2590691395181262,0.5625707902061196,0.004665995189544092,0.5021403237717592,3570541.08818095,618764.003949566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23,0.5463245903918632,0.47575163243344254,0.0005447824672147787,0.5136239255983233,0.5136239255983233,0.1062664252098623,0.25361764262013164,0.18690836863148724,0.25900724925144347,0.5657885394379709,0.004192409872299207,0.6865377997120422,3578649.65820249,565737.391777822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24,0.2229911058699051,0.10192995760221829,0.0019868577415757998,0.48349251822753486,0.48349251822753486,0.40887527096480325,0.08682076783227201,0.1917921397585273,0.2590591977320254,0.5651319280948538,0.004348520616144945,0.36473431220819913,3387931.59519938,483219.757396806,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
25,0.05209549024112742,0.024854964527817568,0.0016262399359687069,0.4897395606270357,0.4897395606270357,0.31486993689445203,0.07596495863822915,0.17824390573809898,0.2590724713466968,0.5615811432059279,0.0038400688619809145,0.36623342261315883,3518077.0142682,637707.860930934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,0.27985264619657296,0.043654081472915086,0.00460730509790303,0.4696230952416517,0.4696230952416517,0.4101608791826806,0.061391553963275926,0.03325178650626701,0.2590279825617297,0.5640091134098959,0.0007322669310476031,0.4871002036184713,3716357.16368043,544367.757044364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,0.8718634859971075,0.23605909626255317,3.696076698327805e-05,0.503196888692201,0.503196888692201,0.18210190202606077,0.0,0.10341098260449963,0.25902236879359847,0.5679682399181732,0.0025370634008870085,0.3180756826154974,3461864.05942277,630706.91674348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28,0.894186302819229,0.5662825349496898,0.004799031922711555,0.49166977613318225,0.49166977613318225,0.24954748516735537,0.36298196490300233,0.5429665352948719,0.2591006774306328,0.5722801251509567,0.013834100283787247,0.3983000076831072,3448925.55971034,473748.048288468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,0.6630189090341827,0.33425243686844897,0.004359875053300837,0.4943769488781601,0.4943769488781601,0.34832923896808515,0.012505472648238885,0.2131834819893636,0.2589696733223956,0.5646709690689501,0.004231800232079254,0.7595722090168335,3433775.71905053,572254.188637096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,0.7691542140932653,0.046361283932363495,0.001179120125104679,0.46013363312083333,0.46013363312083333,0.5908295687964107,0.0373074099996578,0.01526326124863019,0.2589586029702086,0.5640204893566162,0.00043856237208475594,0.7050928492210723,3726734.25925312,541707.156218409,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,0.2891115577062971,0.7562906161816408,0.005817281716471822,0.503958770769276,0.503958770769276,0.36822315943756806,0.5258249861650707,0.14426343101059835,0.2586229248491463,0.5677950436967041,0.003700958386616462,0.811319479866087,3512764.05970004,424212.598932718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,0.9312276290288941,0.009449450833776595,0.00034385070783383,0.49308913671394267,0.49308913671394267,0.7022849639692649,0.07524097453160511,0.02913133921858571,0.2590032571163798,0.564661105892131,0.0005914390772620442,0.6702735329033095,3545844.16685661,676372.538500749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33,0.7103677529074841,0.2534566732043233,0.00791948148160319,0.4923621587750253,0.4923621587750253,0.07097327162734901,0.16136421825314898,0.124150065016777,0.2587708134285423,0.5643801526134666,0.0025216717773550155,0.7812423045062874,3382880.99975937,519195.348154048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,0.03401023448084075,0.05571248742942234,0.0032462222400415934,0.48427292517430753,0.48427292517430753,0.3446073309521494,0.9383688465499421,0.031615629874635634,0.2590021888650091,0.5647389919371983,0.000648543226011031,0.7313246455688635,3698822.95595933,554535.150580929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35,0.0998518916664264,0.3176655033845282,0.0012314075142678999,0.496212855747839,0.496212855747839,0.5223487339888812,0.1650059071865405,0.2088969427269694,0.25890069912459535,0.5666600058497218,0.004370854547559325,0.7051633199521905,3412741.84882205,486150.479561848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,0.7044685988290363,0.014188630942184768,0.0007611376431426872,0.4923971436455012,0.4923971436455012,0.16245655655376107,0.003954577630580678,0.0358139136722587,0.2590125602003499,0.5642625739900625,0.0008734768399162278,0.6881901286498731,3589560.95866202,662636.544116725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
37,0.4753091030247332,0.29991758946522096,0.056708195221901965,0.48442388341864456,0.48442388341864456,0.2796074609574748,0.07789614611517451,0.1350742667636372,0.2597778883118558,0.5651632412601222,0.0028093017978447284,0.5179272424037826,3480893.61123925,611375.040401295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38,0.9330540158807374,0.41472366038827446,0.001696125087630743,0.49258849402713833,0.49258849402713833,0.027997013970275843,0.040328937122179394,0.06718146681811414,0.25902378543674837,0.5630816926446134,0.0015729976450908,0.46730508355759304,3549420.14408833,570954.717882173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39,0.5561497174326965,0.43850198875348395,0.00010109399441753477,0.49764357390698716,0.49764357390698716,0.8841515804314058,0.005592617222910882,0.011067033894227297,0.2590290689755459,0.5644510552278953,0.00026066098266274584,0.325770597329551,3529716.107752,521062.493072606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40,0.27183510633788344,0.08116549436895493,0.011798612788738904,0.47235696810261935,0.47235696810261935,0.2197080610042767,0.42404433403991876,0.9478597106279172,0.25913091204519684,0.5002568974630288,0.14689305998075838,0.48173154605916757,3628872.90183868,592087.609999446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,0.540471937412996,0.4941441803245779,0.005831823115799089,0.4781824683015182,0.4781824683015182,0.10226896609172213,0.03954577630580678,0.10199276069348086,0.2590439320070988,0.5623458280967677,0.002290328916643984,0.46189706562917526,3609991.0229004,495641.670687888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42,0.9469028656885466,0.2763246950482374,0.0018797366930454838,0.48458537363351667,0.48458537363351667,0.0915773341493175,0.16609226048438847,0.2821834527328054,0.2587850846290353,0.5633466527367728,0.005842761166168453,0.7191533040748442,3407040.70307963,507243.266108449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
43,0.9359413229880749,0.21474646569041664,0.0005698827782616169,0.501868240163101,0.501868240163101,0.1433671523729824,0.014258432290801435,0.07629064695276225,0.25901591852057565,0.5641719818866785,0.00158270170685302,0.4427122732590397,3557562.83548476,455008.635696357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44,0.46167648121050164,0.3758201917694382,0.018665832346931595,0.4867120323517322,0.4867120323517322,0.02062901030316279,0.08886807607227679,0.29859587513125924,0.2590821649007737,0.5621728927374914,0.006220285001166785,0.5451535563683576,3452345.59796234,565568.335283166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45,0.24299768469456762,0.002135798889404324,0.0007797273731270863,0.490992938883878,0.490992938883878,0.2775615623365905,0.11529476314743486,0.017008414733234715,0.2596328240628567,0.564394864925234,0.0003266026827838515,0.20541988825987573,3370970.54998873,480613.453904184,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
